# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 260         5.180       52.100      1.90        De Bilt     
# YYYYMMDD  : datum (YYYY=jaar;MM=maand;DD=dag)
# HH        : tijd (HH=uur; UT.12 UT=13 MET; 14 MEZT. Uurvak 05 loopt van 04.00 UT tot 5.00 UT
# T         : Temperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming / Temperature (in 0.1 degrees Celsius) at 1.50 m at the time of observation
# T10N      : Minimumtemperatuur (in 0.1 graden Celsius) op 10 cm hoogte in de afgelopen 6 uur / Minimum temperature (in 0.1 degrees Celsius) at 0.1 m in the preceding 6-hour period
# TD        : Dauwpuntstemperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming / Dew point temperature (in 0.1 degrees Celsius) at 1.50 m at the time of observation
# STN,YYYYMMDD,   HH,    T, T10N,   TD
  260,20200105,   17,   67,     ,   40
  260,20200105,   18,   64,   60,   42
  260,20200105,   19,   60,     ,   45
  260,20200105,   20,   62,     ,   43
  260,20200105,   21,   64,     ,   39
  260,20200105,   22,   67,     ,   40
  260,20200105,   23,   68,     ,   45
  260,20200105,   24,   66,   57,   49
  260,20200106,    1,   65,     ,   49
  260,20200106,    2,   67,     ,   49
  260,20200106,    3,   67,     ,   49
  260,20200106,    4,   67,     ,   53
  260,20200106,    5,   66,     ,   55
  260,20200106,    6,   65,   61,   53
  260,20200106,    7,   63,     ,   51
  260,20200106,    8,   65,     ,   42
  260,20200106,    9,   65,     ,   37
  260,20200106,   10,   63,     ,   24
  260,20200106,   11,   62,     ,   16
  260,20200106,   12,   67,   59,   14
  260,20200106,   13,   70,     ,   16
  260,20200106,   14,   68,     ,   19
  260,20200106,   15,   65,     ,   19
  260,20200106,   16,   50,     ,   16
  260,20200106,   17,   46,     ,   14
  260,20200106,   18,   40,   27,   12
  260,20200106,   19,   47,     ,   13
  260,20200106,   20,   49,     ,   14
  260,20200106,   21,   53,     ,   21
  260,20200106,   22,   60,     ,   28
  260,20200106,   23,   56,     ,   42
  260,20200106,   24,   58,   23,   49
  260,20200107,    1,   61,     ,   53
  260,20200107,    2,   64,     ,   58
  260,20200107,    3,   59,     ,   55
  260,20200107,    4,   60,     ,   55
  260,20200107,    5,   55,     ,   51
  260,20200107,    6,   51,   39,   48
  260,20200107,    7,   51,     ,   46
  260,20200107,    8,   44,     ,   41
  260,20200107,    9,   55,     ,   50
  260,20200107,   10,   55,     ,   53
  260,20200107,   11,   58,     ,   57
  260,20200107,   12,   65,   23,   62
  260,20200107,   13,   72,     ,   61
  260,20200107,   14,   78,     ,   65
  260,20200107,   15,   77,     ,   64
  260,20200107,   16,   76,     ,   58
  260,20200107,   17,   78,     ,   51
  260,20200107,   18,   76,   66,   48
  260,20200107,   19,   74,     ,   47
  260,20200107,   20,   76,     ,   47
  260,20200107,   21,   76,     ,   46
  260,20200107,   22,   76,     ,   48
  260,20200107,   23,   74,     ,   60
  260,20200107,   24,   82,   67,   65
  260,20200108,    1,   87,     ,   71
  260,20200108,    2,   91,     ,   82
  260,20200108,    3,   96,     ,   88
  260,20200108,    4,  101,     ,   94
  260,20200108,    5,  106,     ,  101
  260,20200108,    6,  108,   79,  102
  260,20200108,    7,  111,     ,  105
  260,20200108,    8,  113,     ,  106
  260,20200108,    9,  112,     ,  106
  260,20200108,   10,  114,     ,  105
  260,20200108,   11,  115,     ,  106
  260,20200108,   12,  115,  105,  105
  260,20200108,   13,  117,     ,  103
  260,20200108,   14,  115,     ,  102
  260,20200108,   15,  111,     ,  100
  260,20200108,   16,  108,     ,   98
  260,20200108,   17,  105,     ,   93
  260,20200108,   18,  102,   98,   91
  260,20200108,   19,  100,     ,   92
  260,20200108,   20,   96,     ,   91
  260,20200108,   21,   94,     ,   91
  260,20200108,   22,   92,     ,   88
  260,20200108,   23,   91,     ,   88
  260,20200108,   24,   90,   86,   88
  260,20200109,    1,   93,     ,   90
  260,20200109,    2,   96,     ,   94
  260,20200109,    3,   98,     ,   95
  260,20200109,    4,  107,     ,  104
  260,20200109,    5,  111,     ,  105
  260,20200109,    6,  112,   88,  107
  260,20200109,    7,  115,     ,  106
  260,20200109,    8,  114,     ,  107
  260,20200109,    9,  115,     ,  107
  260,20200109,   10,  117,     ,  106
  260,20200109,   11,  122,     ,  106
  260,20200109,   12,  125,  109,  106
  260,20200109,   13,  129,     ,  106
  260,20200109,   14,  130,     ,  106
  260,20200109,   15,  123,     ,  112
  260,20200109,   16,  120,     ,  113
  260,20200109,   17,  120,     ,  114
  260,20200109,   18,  122,  116,  110
  260,20200109,   19,  120,     ,  111
  260,20200109,   20,  121,     ,  108
  260,20200109,   21,  120,     ,  106
  260,20200109,   22,  118,     ,  104
  260,20200109,   23,  117,     ,  102
  260,20200109,   24,   99,   94,   68
  260,20200110,    1,   87,     ,   68
  260,20200110,    2,   89,     ,   69
  260,20200110,    3,   92,     ,   70
  260,20200110,    4,   86,     ,   68
  260,20200110,    5,   80,     ,   67
  260,20200110,    6,   81,   69,   69
  260,20200110,    7,   81,     ,   65
  260,20200110,    8,   77,     ,   68
  260,20200110,    9,   78,     ,   66
  260,20200110,   10,   78,     ,   60
  260,20200110,   11,   79,     ,   53
  260,20200110,   12,   78,   72,   51
  260,20200110,   13,   81,     ,   36
  260,20200110,   14,   84,     ,   39
  260,20200110,   15,   74,     ,   26
  260,20200110,   16,   66,     ,   26
  260,20200110,   17,   65,     ,   31
  260,20200110,   18,   58,   31,   31
  260,20200110,   19,   43,     ,   28
  260,20200110,   20,   36,     ,   27
  260,20200110,   21,   36,     ,   26
  260,20200110,   22,   34,     ,   24
  260,20200110,   23,   40,     ,   30
  260,20200110,   24,   34,   -7,   30
  260,20200111,    1,   47,     ,   36
  260,20200111,    2,   54,     ,   33
  260,20200111,    3,   47,     ,   28
  260,20200111,    4,   45,     ,   27
  260,20200111,    5,   48,     ,   20
  260,20200111,    6,   45,   -1,   18
  260,20200111,    7,   46,     ,   18
  260,20200111,    8,   48,     ,   17
  260,20200111,    9,   50,     ,   17
  260,20200111,   10,   53,     ,   20
  260,20200111,   11,   58,     ,   22
  260,20200111,   12,   67,   32,   24
  260,20200111,   13,   69,     ,   28
  260,20200111,   14,   73,     ,   25
  260,20200111,   15,   71,     ,   29
  260,20200111,   16,   70,     ,   30
  260,20200111,   17,   72,     ,   30
  260,20200111,   18,   73,   65,   31
  260,20200111,   19,   73,     ,   31
  260,20200111,   20,   70,     ,   30
  260,20200111,   21,   72,     ,   29
  260,20200111,   22,   69,     ,   27
  260,20200111,   23,   66,     ,   24
  260,20200111,   24,   61,   58,   25
  260,20200112,    1,   58,     ,   23
  260,20200112,    2,   58,     ,   24
  260,20200112,    3,   59,     ,   24
  260,20200112,    4,   58,     ,   24
  260,20200112,    5,   59,     ,   25
  260,20200112,    6,   57,   50,   24
  260,20200112,    7,   57,     ,   25
  260,20200112,    8,   62,     ,   29
  260,20200112,    9,   68,     ,   33
  260,20200112,   10,   62,     ,   48
  260,20200112,   11,   67,     ,   55
  260,20200112,   12,   70,   48,   62
  260,20200112,   13,   82,     ,   68
  260,20200112,   14,   89,     ,   71
  260,20200112,   15,   98,     ,   75
  260,20200112,   16,  101,     ,   69
  260,20200112,   17,  100,     ,   68
  260,20200112,   18,  100,   69,   59
  260,20200112,   19,   91,     ,   59
  260,20200112,   20,   85,     ,   56
  260,20200112,   21,   82,     ,   59
  260,20200112,   22,   76,     ,   62
  260,20200112,   23,   76,     ,   63
  260,20200112,   24,   76,   62,   66
  260,20200113,    1,   71,     ,   62
  260,20200113,    2,   71,     ,   61
  260,20200113,    3,   70,     ,   60
  260,20200113,    4,   70,     ,   60
  260,20200113,    5,   68,     ,   56
  260,20200113,    6,   60,   53,   50
  260,20200113,    7,   58,     ,   49
  260,20200113,    8,   62,     ,   50
  260,20200113,    9,   65,     ,   52
  260,20200113,   10,   69,     ,   51
  260,20200113,   11,   76,     ,   49
  260,20200113,   12,   83,   50,   50
  260,20200113,   13,   84,     ,   49
  260,20200113,   14,   86,     ,   51
  260,20200113,   15,   80,     ,   46
  260,20200113,   16,   79,     ,   42
  260,20200113,   17,   79,     ,   45
  260,20200113,   18,   80,   68,   53
  260,20200113,   19,   85,     ,   58
  260,20200113,   20,   87,     ,   65
  260,20200113,   21,   91,     ,   68
  260,20200113,   22,   96,     ,   67
  260,20200113,   23,  100,     ,   69
  260,20200113,   24,  105,   77,   72
  260,20200114,    1,  100,     ,   78
  260,20200114,    2,   99,     ,   79
  260,20200114,    3,   97,     ,   82
  260,20200114,    4,   97,     ,   82
  260,20200114,    5,   95,     ,   81
  260,20200114,    6,   94,   90,   79
  260,20200114,    7,   93,     ,   82
  260,20200114,    8,   91,     ,   80
  260,20200114,    9,   91,     ,   70
  260,20200114,   10,   96,     ,   74
  260,20200114,   11,   97,     ,   83
  260,20200114,   12,   98,   85,   83
  260,20200114,   13,  102,     ,   77
  260,20200114,   14,  103,     ,   78
  260,20200114,   15,  107,     ,   78
  260,20200114,   16,  113,     ,   75
  260,20200114,   17,  117,     ,   77
  260,20200114,   18,  119,   97,   83
  260,20200114,   19,  125,     ,   86
  260,20200114,   20,  128,     ,   85
  260,20200114,   21,  127,     ,   83
  260,20200114,   22,  120,     ,   86
  260,20200114,   23,  114,     ,   93
  260,20200114,   24,  119,  108,   88
  260,20200115,    1,  119,     ,   85
  260,20200115,    2,  117,     ,   82
  260,20200115,    3,  118,     ,   75
  260,20200115,    4,  117,     ,   66
  260,20200115,    5,  115,     ,   56
  260,20200115,    6,  114,  103,   55
  260,20200115,    7,  108,     ,   53
  260,20200115,    8,  108,     ,   52
  260,20200115,    9,  111,     ,   50
  260,20200115,   10,  111,     ,   51
  260,20200115,   11,  112,     ,   51
  260,20200115,   12,  111,   97,   54
  260,20200115,   13,  101,     ,   65
  260,20200115,   14,  102,     ,   67
  260,20200115,   15,   98,     ,   75
  260,20200115,   16,   75,     ,   59
  260,20200115,   17,   72,     ,   58
  260,20200115,   18,   69,   58,   53
  260,20200115,   19,   67,     ,   49
  260,20200115,   20,   65,     ,   48
  260,20200115,   21,   64,     ,   49
  260,20200115,   22,   63,     ,   47
  260,20200115,   23,   64,     ,   47
  260,20200115,   24,   64,   52,   47
  260,20200116,    1,   59,     ,   44
  260,20200116,    2,   54,     ,   43
  260,20200116,    3,   54,     ,   42
  260,20200116,    4,   49,     ,   39
  260,20200116,    5,   44,     ,   36
  260,20200116,    6,   37,   20,   32
  260,20200116,    7,   38,     ,   33
  260,20200116,    8,   38,     ,   31
  260,20200116,    9,   44,     ,   36
  260,20200116,   10,   61,     ,   46
  260,20200116,   11,   73,     ,   52
  260,20200116,   12,   83,   19,   59
  260,20200116,   13,   96,     ,   62
  260,20200116,   14,  100,     ,   64
  260,20200116,   15,  100,     ,   62
  260,20200116,   16,   92,     ,   59
  260,20200116,   17,   89,     ,   57
  260,20200116,   18,   92,   75,   56
  260,20200116,   19,   93,     ,   54
  260,20200116,   20,   90,     ,   53
  260,20200116,   21,   85,     ,   52
  260,20200116,   22,   84,     ,   53
  260,20200116,   23,   81,     ,   51
  260,20200116,   24,   82,   65,   50
  260,20200117,    1,   87,     ,   50
  260,20200117,    2,   85,     ,   46
  260,20200117,    3,   83,     ,   46
  260,20200117,    4,   83,     ,   46
  260,20200117,    5,   78,     ,   44
  260,20200117,    6,   76,   63,   43
  260,20200117,    7,   83,     ,   47
  260,20200117,    8,   89,     ,   52
  260,20200117,    9,   91,     ,   58
  260,20200117,   10,   97,     ,   61
  260,20200117,   11,   94,     ,   72
  260,20200117,   12,   92,   66,   80
  260,20200117,   13,   97,     ,   79
  260,20200117,   14,  100,     ,   78
  260,20200117,   15,   99,     ,   74
  260,20200117,   16,   94,     ,   62
  260,20200117,   17,   96,     ,   52
  260,20200117,   18,   83,   78,   41
  260,20200117,   19,   73,     ,   29
  260,20200117,   20,   69,     ,   28
  260,20200117,   21,   66,     ,   20
  260,20200117,   22,   58,     ,   18
  260,20200117,   23,   60,     ,   22
  260,20200117,   24,   54,   44,   19
  260,20200118,    1,   47,     ,   20
  260,20200118,    2,   42,     ,   21
  260,20200118,    3,   47,     ,   24
  260,20200118,    4,   46,     ,   21
  260,20200118,    5,   43,     ,   21
  260,20200118,    6,   38,   29,   19
  260,20200118,    7,   39,     ,   23
  260,20200118,    8,   39,     ,   26
  260,20200118,    9,   45,     ,   31
  260,20200118,   10,   60,     ,   36
  260,20200118,   11,   64,     ,   30
  260,20200118,   12,   64,   25,   25
  260,20200118,   13,   74,     ,   14
  260,20200118,   14,   57,     ,   20
  260,20200118,   15,   41,     ,    9
  260,20200118,   16,   38,     ,   17
  260,20200118,   17,   40,     ,   23
  260,20200118,   18,   40,   24,   24
  260,20200118,   19,   40,     ,   23
  260,20200118,   20,   35,     ,   16
  260,20200118,   21,   38,     ,   17
  260,20200118,   22,   35,     ,   16
  260,20200118,   23,   33,     ,   12
  260,20200118,   24,   26,    6,   16
  260,20200119,    1,    5,     ,    1
  260,20200119,    2,   12,     ,    8
  260,20200119,    3,   31,     ,   13
  260,20200119,    4,   33,     ,   13
  260,20200119,    5,   24,     ,   12
  260,20200119,    6,   28,  -18,   14
  260,20200119,    7,   16,     ,    9
  260,20200119,    8,   23,     ,   13
  260,20200119,    9,   34,     ,   19
  260,20200119,   10,   51,     ,   25
  260,20200119,   11,   65,     ,   32
  260,20200119,   12,   79,  -15,   25
  260,20200119,   13,   78,     ,   23
  260,20200119,   14,   78,     ,   19
  260,20200119,   15,   76,     ,   16
  260,20200119,   16,   69,     ,   28
  260,20200119,   17,   42,     ,   23
  260,20200119,   18,   38,    1,   28
  260,20200119,   19,   33,     ,   24
  260,20200119,   20,   21,     ,   17
  260,20200119,   21,   14,     ,   10
  260,20200119,   22,    7,     ,    5
  260,20200119,   23,   -4,     ,   -7
  260,20200119,   24,  -11,  -39,  -14
  260,20200120,    1,  -13,     ,  -14
  260,20200120,    2,  -20,     ,  -23
  260,20200120,    3,  -12,     ,  -16
  260,20200120,    4,   -5,     ,  -10
  260,20200120,    5,    1,     ,   -1
  260,20200120,    6,    7,  -45,    4
  260,20200120,    7,   10,     ,    7
  260,20200120,    8,   12,     ,    9
  260,20200120,    9,   23,     ,   20
  260,20200120,   10,   39,     ,   33
  260,20200120,   11,   54,     ,   47
  260,20200120,   12,   68,   -6,   44
  260,20200120,   13,   70,     ,   39
  260,20200120,   14,   67,     ,   44
  260,20200120,   15,   67,     ,   40
  260,20200120,   16,   63,     ,   40
  260,20200120,   17,   54,     ,   39
  260,20200120,   18,   53,   27,   38
  260,20200120,   19,   44,     ,   35
  260,20200120,   20,   36,     ,   32
  260,20200120,   21,   18,     ,   15
  260,20200120,   22,   25,     ,   23
  260,20200120,   23,   19,     ,   18
  260,20200120,   24,    7,  -16,    5
  260,20200121,    1,   15,     ,   14
  260,20200121,    2,   11,     ,   10
  260,20200121,    3,    7,     ,    4
  260,20200121,    4,   -5,     ,   -6
  260,20200121,    5,  -10,     ,  -13
  260,20200121,    6,   -9,  -33,  -14
  260,20200121,    7,   -4,     ,  -10
  260,20200121,    8,  -10,     ,  -12
  260,20200121,    9,  -13,     ,  -16
  260,20200121,   10,  -10,     ,  -13
  260,20200121,   11,   -4,     ,   -7
  260,20200121,   12,    3,  -35,    0
  260,20200121,   13,    7,     ,    6
  260,20200121,   14,   13,     ,   10
  260,20200121,   15,   17,     ,   14
  260,20200121,   16,   19,     ,   17
  260,20200121,   17,   19,     ,   17
  260,20200121,   18,   20,   10,   18
  260,20200121,   19,   20,     ,   19
  260,20200121,   20,   20,     ,   19
  260,20200121,   21,   19,     ,   16
  260,20200121,   22,   18,     ,   17
  260,20200121,   23,   17,     ,   16
  260,20200121,   24,   17,   17,   16
  260,20200122,    1,   16,     ,   15
  260,20200122,    2,   17,     ,   16
  260,20200122,    3,   16,     ,   15
  260,20200122,    4,   18,     ,   16
  260,20200122,    5,   21,     ,   20
  260,20200122,    6,   24,   17,   22
  260,20200122,    7,   26,     ,   25
  260,20200122,    8,   30,     ,   27
  260,20200122,    9,   34,     ,   31
  260,20200122,   10,   38,     ,   35
  260,20200122,   11,   43,     ,   41
  260,20200122,   12,   50,   24,   47
  260,20200122,   13,   55,     ,   52
  260,20200122,   14,   60,     ,   57
  260,20200122,   15,   62,     ,   56
  260,20200122,   16,   61,     ,   58
  260,20200122,   17,   61,     ,   58
  260,20200122,   18,   62,   53,   59
  260,20200122,   19,   61,     ,   58
  260,20200122,   20,   61,     ,   58
  260,20200122,   21,   59,     ,   56
  260,20200122,   22,   59,     ,   56
  260,20200122,   23,   61,     ,   58
  260,20200122,   24,   61,   56,   59
  260,20200123,    1,   60,     ,   59
  260,20200123,    2,   58,     ,   57
  260,20200123,    3,   58,     ,   57
  260,20200123,    4,   57,     ,   56
  260,20200123,    5,   57,     ,   55
  260,20200123,    6,   54,   53,   52
  260,20200123,    7,   51,     ,   49
  260,20200123,    8,   50,     ,   47
  260,20200123,    9,   49,     ,   43
  260,20200123,   10,   50,     ,   45
  260,20200123,   11,   55,     ,   44
  260,20200123,   12,   66,   49,   40
  260,20200123,   13,   59,     ,   28
  260,20200123,   14,   59,     ,   36
  260,20200123,   15,   50,     ,   24
  260,20200123,   16,   35,     ,   25
  260,20200123,   17,   19,     ,   16
  260,20200123,   18,   12,  -17,    8
  260,20200123,   19,   10,     ,    5
  260,20200123,   20,    3,     ,   -3
  260,20200123,   21,    0,     ,   -2
  260,20200123,   22,  -13,     ,  -15
  260,20200123,   23,  -14,     ,  -18
  260,20200123,   24,   -6,  -37,   -9
  260,20200124,    1,    4,     ,   -1
  260,20200124,    2,    5,     ,    2
  260,20200124,    3,   12,     ,    5
  260,20200124,    4,   19,     ,   11
  260,20200124,    5,   18,     ,   11
  260,20200124,    6,   16,  -13,   12
  260,20200124,    7,   18,     ,   14
  260,20200124,    8,   19,     ,   14
  260,20200124,    9,   22,     ,   10
  260,20200124,   10,   27,     ,   16
  260,20200124,   11,   29,     ,   15
  260,20200124,   12,   32,   16,   12
  260,20200124,   13,   33,     ,   15
  260,20200124,   14,   31,     ,   17
  260,20200124,   15,   31,     ,   18
  260,20200124,   16,   31,     ,   18
  260,20200124,   17,   30,     ,   17
  260,20200124,   18,   27,   27,   18
  260,20200124,   19,   25,     ,   17
  260,20200124,   20,   25,     ,   17
  260,20200124,   21,   24,     ,   17
  260,20200124,   22,   23,     ,   16
  260,20200124,   23,   23,     ,   15
  260,20200124,   24,   23,   22,   16
  260,20200125,    1,   22,     ,   15
  260,20200125,    2,   22,     ,   13
  260,20200125,    3,   20,     ,   12
  260,20200125,    4,   19,     ,   12
  260,20200125,    5,   19,     ,   11
  260,20200125,    6,   19,   18,   14
  260,20200125,    7,   18,     ,   12
  260,20200125,    8,   19,     ,   13
  260,20200125,    9,   21,     ,   12
  260,20200125,   10,   23,     ,    6
  260,20200125,   11,   24,     ,    5
  260,20200125,   12,   24,   18,    4
  260,20200125,   13,   24,     ,    5
  260,20200125,   14,   22,     ,    8
  260,20200125,   15,   20,     ,    4
  260,20200125,   16,   20,     ,    7
  260,20200125,   17,   19,     ,    5
  260,20200125,   18,   20,   18,    7
  260,20200125,   19,   21,     ,   10
  260,20200125,   20,   20,     ,   13
  260,20200125,   21,   21,     ,   13
  260,20200125,   22,   17,     ,   11
  260,20200125,   23,   14,     ,   11
  260,20200125,   24,    9,   10,    6
  260,20200126,    1,    6,     ,    4
  260,20200126,    2,   11,     ,   10
  260,20200126,    3,   15,     ,   14
  260,20200126,    4,   18,     ,   17
  260,20200126,    5,   21,     ,   20
  260,20200126,    6,   22,    7,   19
  260,20200126,    7,   21,     ,   18
  260,20200126,    8,   26,     ,   22
  260,20200126,    9,   32,     ,   26
  260,20200126,   10,   41,     ,   31
  260,20200126,   11,   64,     ,   43
  260,20200126,   12,   77,   20,   49
  260,20200126,   13,   83,     ,   52
  260,20200126,   14,   91,     ,   59
  260,20200126,   15,   92,     ,   60
  260,20200126,   16,   85,     ,   60
  260,20200126,   17,   88,     ,   57
  260,20200126,   18,   83,   73,   56
  260,20200126,   19,   82,     ,   55
  260,20200126,   20,   74,     ,   49
  260,20200126,   21,   75,     ,   49
  260,20200126,   22,   73,     ,   53
  260,20200126,   23,   76,     ,   53
  260,20200126,   24,   74,   63,   57
  260,20200127,    1,   74,     ,   59
  260,20200127,    2,   74,     ,   64
  260,20200127,    3,   76,     ,   69
  260,20200127,    4,   82,     ,   72
  260,20200127,    5,   84,     ,   73
  260,20200127,    6,   84,   69,   75
  260,20200127,    7,   85,     ,   75
  260,20200127,    8,   86,     ,   75
  260,20200127,    9,   87,     ,   73
  260,20200127,   10,   89,     ,   72
  260,20200127,   11,   90,     ,   75
  260,20200127,   12,   93,   81,   72
  260,20200127,   13,   94,     ,   67
  260,20200127,   14,   93,     ,   66
  260,20200127,   15,   93,     ,   63
  260,20200127,   16,   87,     ,   64
